,date,restaurant_id,*,**,***
28241,2012-12-30,8KoAbYO6,0,0,0
31391,2012-12-30,8KoAeYo6,0,0,0
33227,2012-12-30,8KoAeo6Z,0,0,0
28594,2012-12-30,8KoAg4E6,0,0,0
9968,2012-12-30,8KoAjKO6,0,0,0
7815,2012-12-30,8KoAk4E6,0,0,0
25484,2012-12-30,8KoAl436,0,0,0
19130,2012-12-30,8KoAnaO6,0,0,0
21961,2012-12-30,8KoApz36,0,0,0
3327,2012-12-30,8KoAqpo6,0,0,0
3899,2012-12-30,8KoAvzO6,0,0,0
23024,2012-12-30,8KoAwzE6,0,0,0
17599,2012-12-30,8KoAypo6,0,0,0
26428,2012-12-30,8KoAzaO6,0,0,0
33516,2012-12-30,8gOq01o2,0,0,0
29201,2012-12-30,8gOq2DE2,0,0,0
18578,2012-12-30,8gOq4Mo2,0,0,0
8095,2012-12-30,8gOq6AE2,0,0,0
27738,2012-12-30,8gOq8no2,0,0,0
27310,2012-12-30,8gOq9MO2,0,0,0
31286,2012-12-30,8gOqA5O2,0,0,0
22637,2012-12-30,8gOqBME2,0,0,0
29323,2012-12-30,8gOqGA32,0,0,0
8444,2012-12-30,8gOqKD32,0,0,0
6506,2012-12-30,8gOqLAo2,0,0,0
13930,2012-12-30,8gOqM0O2,0,0,0
13277,2012-12-30,8gOqPxo2,0,0,0
7839,2012-12-30,8gOqQxO2,0,0,0
5519,2012-12-30,8gOqR0E2,0,0,0
10075,2012-12-30,8gOqY0O2,0,0,0
94,2012-12-30,8gOqZeE2,0,0,0
1573,2012-12-30,8gOqdMo2,0,0,0
14179,2012-12-30,8gOqg532,0,0,0
2145,2012-12-30,8gOqj5E2,0,0,0
9226,2012-12-30,8gOqleo2,0,0,0
17281,2012-12-30,8gOqn0E2,0,0,0
1160,2012-12-30,8gOqpro2,0,0,0
11595,2012-12-30,8gOqq1O2,0,0,0
15051,2012-12-30,8gOqrDE2,0,0,0
4614,2012-12-30,8gOqvAE2,0,0,0
17257,2012-12-30,8gOqw432,0,0,0
24158,2012-12-30,8x3z0QOk,0,0,0
18655,2012-12-30,8x3z1NEk,0,0,0
23825,2012-12-30,8x3z2Y3k,0,0,0
299,2012-12-30,8x3z47Ok,0,0,0
2720,2012-12-30,8x3z5bEk,0,0,0
12849,2012-12-30,8x3z6Y3k,0,0,0
15476,2012-12-30,8x3z7Rok,0,0,0
26873,2012-12-30,8x3z8ROk,0,0,0
24864,2012-12-30,8x3z8bOk,0,0,0
5388,2012-12-30,8x3z99Ek,0,0,0
11552,2012-12-30,8x3z9LEk,0,0,0
23858,2012-12-30,8x3zA9Ek,0,0,0
10381,2012-12-30,8x3zBZ3k,0,0,0
22136,2012-12-30,8x3zDbOk,0,0,0
6835,2012-12-30,8x3zGZok,0,0,0
27632,2012-12-30,8x3zJ93k,0,0,0
22700,2012-12-30,8x3zJL3k,0,0,0
18562,2012-12-30,8x3zKQok,0,0,0
16629,2012-12-30,8x3zMYEk,0,0,0
16006,2012-12-30,8x3zNN3k,0,0,0
5566,2012-12-30,8x3zNb3k,0,0,0
9945,2012-12-30,8x3zP9Ok,0,0,0
22209,2012-12-30,8x3zRN3k,0,0,0
11744,2012-12-30,8x3zVQ3k,0,0,0
4661,2012-12-30,8x3zWRok,0,0,0
13241,2012-12-30,8x3zWbok,0,0,0
19462,2012-12-30,8x3zXLOk,0,0,0
32569,2012-12-30,8x3zYEkP,0,0,0
12344,2012-12-30,8x3zZz3k,0,0,0
17872,2012-12-30,8x3zb73k,0,0,0
31852,2012-12-30,8x3zdNOk,0,0,0
2631,2012-12-30,8x3zeREk,0,0,0
14168,2012-12-30,8x3zgZok,0,0,0
27811,2012-12-30,8x3zj93k,0,0,0
5374,2012-12-30,8x3zkLok,0,0,0
17033,2012-12-30,8x3zlQOk,0,0,0
29841,2012-12-30,8x3zmQEk,0,0,0
27302,2012-12-30,8x3zmzEk,0,0,0
33584,2012-12-30,8x3znL3k,0,0,0
20908,2012-12-30,8x3zpNOk,0,0,0
2316,2012-12-30,8x3zq2Ek,0,0,0
31211,2012-12-30,8x3zrY3k,0,0,0
20517,2012-12-30,8x3zvR3k,0,0,0
14788,2012-12-30,8x3zwNok,0,0,0
1937,2012-12-30,8x3zwbok,0,0,0
22122,2012-12-30,8x3zx2Ok,0,0,0
11626,2012-12-30,8x3zx7Ok,0,0,0
30330,2012-12-30,8x3zy2Ek,0,0,0
5994,2012-12-30,8x3zyzEk,0,0,0
22835,2012-12-30,8x3zzR3k,0,0,0
17855,2012-12-30,8xEx2Bo0,0,0,0
5244,2012-12-30,8xEx44E0,0,0,0
14345,2012-12-30,8xEx5V30,0,0,0
27322,2012-12-30,8xEx8yE0,0,0,0
19333,2012-12-30,8xEx930k,0,0,0
23562,2012-12-30,8xExAW30,0,0,0
1729,2012-12-30,8xExBJo0,0,0,0
258,2012-12-30,8xExD7E0,0,0,0
14600,2012-12-30,8xExGBO0,0,0,0
28453,2012-12-30,8xExJeo0,0,0,0
16214,2012-12-30,8xExKWO0,0,0,0
17142,2012-12-30,8xExLBE0,0,0,0
11823,2012-12-30,8xExP9E0,0,0,0
14105,2012-12-30,8xExQV30,0,0,0
3133,2012-12-30,8xExRWo0,0,0,0
2227,2012-12-30,8xExVVo0,0,0,0
25697,2012-12-30,8xExWyO0,0,0,0
18482,2012-12-30,8xExX9E0,0,0,0
16683,2012-12-30,8xExYe30,0,0,0
26396,2012-12-30,8xExZeo0,0,0,0
27490,2012-12-30,8xExay30,0,0,0
26998,2012-12-30,8xExeV30,0,0,0
29787,2012-12-30,8xExk4O0,0,0,0
24086,2012-12-30,8xExm730,0,0,0
33285,2012-12-30,8xExn7o0,0,0,0
27244,2012-12-30,8xExpWE0,0,0,0
28099,2012-12-30,8xExqB30,0,0,0
14304,2012-12-30,8xExw6O0,0,0,0
12145,2012-12-30,8xExxnE0,0,0,0
23314,2012-12-30,9JoP1QO8,0,0,0
12857,2012-12-30,9JoP2qE8,0,0,0
18499,2012-12-30,9JoP47o8,0,0,0
14861,2012-12-30,9JoP50O8,0,0,0
22612,2012-12-30,9JoP60E8,0,0,0
22697,2012-12-30,9JoP7j38,0,0,0
22144,2012-12-30,9JoP9QO8,0,0,0
3125,2012-12-30,9JoPDjo8,0,0,0
30422,2012-12-30,9JoPJ0E8,0,0,0
32436,2012-12-30,9JoPKv38,0,0,0
33387,2012-12-30,9JoPLvo8,0,0,0
24105,2012-12-30,9JoPMdO8,0,0,0
3201,2012-12-30,9JoPNvE8,0,0,0
4711,2012-12-30,9JoPPpo8,0,0,0
5907,2012-12-30,9JoPQZO8,0,0,0
23886,2012-12-30,9JoPR5E8,0,0,0
11576,2012-12-30,9JoPW538,0,0,0
4723,2012-12-30,9JoPY7O8,0,0,0
20984,2012-12-30,9JoPZpE8,0,0,0
31221,2012-12-30,9JoPbdE8,0,0,0
5352,2012-12-30,9JoPdvo8,0,0,0
18230,2012-12-30,9JoPkZ38,0,0,0
21177,2012-12-30,9JoPmqO8,0,0,0
8300,2012-12-30,9JoPqZO8,0,0,0
32079,2012-12-30,9JoPrdE8,0,0,0
9056,2012-12-30,9JoPv5E8,0,0,0
27111,2012-12-30,9JoPwj38,0,0,0
32483,2012-12-30,9JoPyeO8,0,0,0
31754,2012-12-30,9JoPz7E8,0,0,0
16697,2012-12-30,B1oX0moV,0,0,0
11064,2012-12-30,B1oX16OV,0,0,0
18196,2012-12-30,B1oX2QEV,0,0,0
27098,2012-12-30,B1oX4boV,0,0,0
13881,2012-12-30,B1oX4moV,0,0,0
26310,2012-12-30,B1oX5DOV,0,0,0
13556,2012-12-30,B1oX5dOV,0,0,0
32084,2012-12-30,B1oX66EV,0,0,0
33806,2012-12-30,B1oX7l3V,0,0,0
27784,2012-12-30,B1oX8moV,0,0,0
4945,2012-12-30,B1oX9NOV,0,0,0
11129,2012-12-30,B1oXAQOV,0,0,0
5109,2012-12-30,B1oXAYOV,0,0,0
26566,2012-12-30,B1oXBmEV,0,0,0
32552,2012-12-30,B1oXD1oV,0,0,0
9528,2012-12-30,B1oXG13V,0,0,0
11196,2012-12-30,B1oXJqEV,0,0,0
30311,2012-12-30,B1oXK63V,0,0,0
10305,2012-12-30,B1oXLqoV,0,0,0
15146,2012-12-30,B1oXNdEV,0,0,0
16770,2012-12-30,B1oXNlEV,0,0,0
13406,2012-12-30,B1oXP1oV,0,0,0
10258,2012-12-30,B1oXQOVX,0,0,0
14532,2012-12-30,B1oXQmOV,0,0,0
12570,2012-12-30,B1oXR1EV,0,0,0
10815,2012-12-30,B1oXV6EV,0,0,0
8450,2012-12-30,B1oXWY3V,0,0,0
28195,2012-12-30,B1oXWb3V,0,0,0
29304,2012-12-30,B1oXXboV,0,0,0
1112,2012-12-30,B1oXYDOV,0,0,0
12623,2012-12-30,B1oXYqOV,0,0,0
31499,2012-12-30,B1oXaYOV,0,0,0
12807,2012-12-30,B1oXbbEV,0,0,0
19064,2012-12-30,B1oXeYOV,0,0,0
3726,2012-12-30,B1oXjdEV,0,0,0
29778,2012-12-30,B1oXk63V,0,0,0
31889,2012-12-30,B1oXlNoV,0,0,0
7488,2012-12-30,B1oXmqOV,0,0,0
1992,2012-12-30,B1oXnNEV,0,0,0
818,2012-12-30,B1oXpYoV,0,0,0
30450,2012-12-30,B1oXqQOV,0,0,0
7990,2012-12-30,B1oXqYOV,0,0,0
17809,2012-12-30,B1oXrqEV,0,0,0
4387,2012-12-30,B1oXvlEV,0,0,0
3577,2012-12-30,B1oXw63V,0,0,0
5914,2012-12-30,B1oXwN3V,0,0,0
24188,2012-12-30,B1oXxQoV,0,0,0
17333,2012-12-30,B1oXymOV,0,0,0
29938,2012-12-30,B1oXz1EV,0,0,0
31119,2012-12-30,JBEy0aO8,0,0,0
25522,2012-12-30,JBEy4WO8,0,0,0
12421,2012-12-30,JBEy6m38,0,0,0
19796,2012-12-30,JBEy7ao8,0,0,0
24122,2012-12-30,JBEy8aO8,0,0,0
23534,2012-12-30,JBEyAaE8,0,0,0
4808,2012-12-30,JBEyBW38,0,0,0
9225,2012-12-30,JBEyDVO8,0,0,0
23163,2012-12-30,JBEyG0o8,0,0,0
25273,2012-12-30,JBEyJ038,0,0,0
25045,2012-12-30,JBEyKRo8,0,0,0
17773,2012-12-30,JBEyMRE8,0,0,0
9821,2012-12-30,JBEyPXO8,0,0,0
23840,2012-12-30,JBEyQXE8,0,0,0
25661,2012-12-30,JBEyR138,0,0,0
3471,2012-12-30,JBEyV38X,0,0,0
15521,2012-12-30,JBEyVB38,0,0,0
3636,2012-12-30,JBEyYNE8,0,0,0
17736,2012-12-30,JBEyZN38,0,0,0
11573,2012-12-30,JBEyamE8,0,0,0
25831,2012-12-30,JBEyeBE8,0,0,0
13662,2012-12-30,JBEyk0o8,0,0,0
27751,2012-12-30,JBEynN38,0,0,0
14812,2012-12-30,JBEyqmE8,0,0,0
14913,2012-12-30,JBEyvm38,0,0,0
19845,2012-12-30,JBEyzV38,0,0,0
66,2012-12-30,JGoN0BEL,0,0,0
10112,2012-12-30,JGoN4YEL,0,0,0
33115,2012-12-30,JGoN5k3L,0,0,0
12202,2012-12-30,JGoN6YoL,0,0,0
30532,2012-12-30,JGoN7bOL,0,0,0
4767,2012-12-30,JGoN8dEL,0,0,0
12716,2012-12-30,JGoN9b3L,0,0,0
1115,2012-12-30,JGoNAb3L,0,0,0
7959,2012-12-30,JGoNGdOL,0,0,0
10681,2012-12-30,JGoNJBoL,0,0,0
9976,2012-12-30,JGoNK8OL,0,0,0
459,2012-12-30,JGoNLyEL,0,0,0
4262,2012-12-30,JGoNNaoL,0,0,0
20750,2012-12-30,JGoNQg3L,0,0,0
29486,2012-12-30,JGoNRBoL,0,0,0
10198,2012-12-30,JGoNVBoL,0,0,0
23872,2012-12-30,JGoNX6EL,0,0,0
31645,2012-12-30,JGoNZYoL,0,0,0
681,2012-12-30,JGoNa83L,0,0,0
3820,2012-12-30,JGoNb6oL,0,0,0
10493,2012-12-30,JGoNgyOL,0,0,0
29019,2012-12-30,JGoNjgoL,0,0,0
19005,2012-12-30,JGoNk8OL,0,0,0
18003,2012-12-30,JGoNkOL2,0,0,0
33098,2012-12-30,JGoNm83L,0,0,0
33207,2012-12-30,JGoNqk3L,0,0,0
28829,2012-12-30,JGoNvboL,0,0,0
28152,2012-12-30,JGoNxaEL,0,0,0
3678,2012-12-30,JGoNyY3L,0,0,0
22784,2012-12-30,JGoNzdoL,0,0,0
15036,2012-12-30,KAoK283g,0,0,0
11143,2012-12-30,KAoK4KOg,0,0,0
13597,2012-12-30,KAoK8ZOg,0,0,0
21706,2012-12-30,KAoK96Eg,0,0,0
4578,2012-12-30,KAoKA9Eg,0,0,0
10768,2012-12-30,KAoKB3gm,0,0,0
17251,2012-12-30,KAoKGRog,0,0,0
31699,2012-12-30,KAoKKpog,0,0,0
28039,2012-12-30,KAoKNP3g,0,0,0
3557,2012-12-30,KAoKP6Og,0,0,0
12226,2012-12-30,KAoKQZEg,0,0,0
9207,2012-12-30,KAoKWjog,0,0,0
15528,2012-12-30,KAoKY6Eg,0,0,0
19331,2012-12-30,KAoKa9Eg,0,0,0
22045,2012-12-30,KAoKbp3g,0,0,0
13404,2012-12-30,KAoKdPOg,0,0,0
21970,2012-12-30,KAoKeREg,0,0,0
32200,2012-12-30,KAoKgBog,0,0,0
13902,2012-12-30,KAoKjd3g,0,0,0
14046,2012-12-30,KAoKk8og,0,0,0
18906,2012-12-30,KAoKlKOg,0,0,0
26592,2012-12-30,KAoKnZ3g,0,0,0
10582,2012-12-30,KAoKpKOg,0,0,0
4567,2012-12-30,KAoKrB3g,0,0,0
22630,2012-12-30,KAoKvP3g,0,0,0
31180,2012-12-30,KAoKyPEg,0,0,0
26026,2012-12-30,KAoKz83g,0,0,0
18428,2012-12-30,N6Ok0qEx,0,0,0
26934,2012-12-30,N6Ok2Qox,0,0,0
25619,2012-12-30,N6Ok6Wox,0,0,0
26436,2012-12-30,N6OkBmox,0,0,0
17078,2012-12-30,N6OkDvEx,0,0,0
424,2012-12-30,N6OkGOxz,0,0,0
24448,2012-12-30,N6OkGVOx,0,0,0
6549,2012-12-30,N6OkJqox,0,0,0
5488,2012-12-30,N6OkKQOx,0,0,0
23716,2012-12-30,N6OkLgEx,0,0,0
33680,2012-12-30,N6OkMX3x,0,0,0
21562,2012-12-30,N6OkNgox,0,0,0
6725,2012-12-30,N6OkQW3x,0,0,0
6151,2012-12-30,N6OkRvox,19,2,5
26101,2012-12-30,N6OkVvox,0,0,0
2252,2012-12-30,N6OkWWOx,0,0,0
4315,2012-12-30,N6OkYX3x,0,0,0
2553,2012-12-30,N6OkZgox,0,0,0
33384,2012-12-30,N6Okam3x,0,0,0
6852,2012-12-30,N6OkeW3x,0,0,0
17750,2012-12-30,N6OkgKOx,0,0,0
32415,2012-12-30,N6OkkGOx,0,0,0
16986,2012-12-30,N6OklmEx,0,0,0
3992,2012-12-30,N6OkmQ3x,0,0,0
19992,2012-12-30,N6OknGox,0,0,0
16051,2012-12-30,N6OkppEx,0,0,0
13572,2012-12-30,N6Okrpox,9,1,0
8620,2012-12-30,N6OkwgOx,0,0,0
15825,2012-12-30,N6OkxvEx,0,0,0
22862,2012-12-30,N6Okyp3x,0,0,0
33040,2012-12-30,N6OkzKox,0,0,0
10689,2012-12-30,NbE11REJ,0,0,0
19565,2012-12-30,NbE12N3J,0,0,0
29658,2012-12-30,NbE14yOJ,0,0,0
19284,2012-12-30,NbE16z3J,0,0,0
17571,2012-12-30,NbE18JOJ,0,0,0
5644,2012-12-30,NbE18OJ2,0,0,0
25355,2012-12-30,NbE1AyEJ,0,0,0
24023,2012-12-30,NbE1DaOJ,0,0,0
17093,2012-12-30,NbE1Ja3J,0,0,0
6510,2012-12-30,NbE1LzOJ,0,0,0
7794,2012-12-30,NbE1PkOJ,0,0,0
9620,2012-12-30,NbE1QmEJ,0,0,0
28958,2012-12-30,NbE1RY3J,0,0,0
32815,2012-12-30,NbE1V83J,0,0,0
2892,2012-12-30,NbE1ZJ3J,0,0,0
2520,2012-12-30,NbE1aNEJ,0,0,0
23542,2012-12-30,NbE1bk3J,0,0,0
24592,2012-12-30,NbE1jm3J,0,0,0
30435,2012-12-30,NbE1kmoJ,0,0,0
12533,2012-12-30,NbE1lzOJ,0,0,0
7528,2012-12-30,NbE1mzEJ,0,0,0
31901,2012-12-30,NbE1nR3J,0,0,0
30072,2012-12-30,NbE1p8OJ,0,0,0
25566,2012-12-30,NbE1vJ3J,0,0,0
9684,2012-12-30,NbE1xaOJ,0,0,0
15406,2012-12-30,NbE1yJEJ,0,0,0
23641,2012-12-30,Pk3w02od,0,0,0
29846,2012-12-30,Pk3w11Od,0,0,0
11120,2012-12-30,Pk3w2qEd,0,0,0
29142,2012-12-30,Pk3w4wod,0,0,0
6449,2012-12-30,Pk3w4xod,0,0,0
28865,2012-12-30,Pk3w65Ed,0,0,0
7172,2012-12-30,Pk3w713d,0,0,0
2822,2012-12-30,Pk3w8Vod,0,0,0
531,2012-12-30,Pk3w9DOd,0,0,0
4154,2012-12-30,Pk3wAqOd,0,0,0
21527,2012-12-30,Pk3wBVEd,0,0,0
28670,2012-12-30,Pk3wBaEd,0,0,0
27653,2012-12-30,Pk3wDqod,0,0,0
30644,2012-12-30,Pk3wG93d,0,0,0
12141,2012-12-30,Pk3wJwEd,0,0,0
10310,2012-12-30,Pk3wKx3d,4,1,0
30046,2012-12-30,Pk3wL9od,0,0,0
29415,2012-12-30,Pk3wMKOd,0,0,0
10530,2012-12-30,Pk3wN9Ed,0,0,0
32407,2012-12-30,Pk3wNKEd,0,0,0
25540,2012-12-30,Pk3wPaod,0,0,0
6686,2012-12-30,Pk3wQ9Od,0,0,0
20580,2012-12-30,Pk3wQqOd,0,0,0
33542,2012-12-30,Pk3wRqEd,0,0,0
17561,2012-12-30,Pk3wVEd9,0,0,0
28246,2012-12-30,Pk3wVVEd,0,0,0
22159,2012-12-30,Pk3wVaEd,0,0,0
23934,2012-12-30,Pk3wX5od,0,0,0
29527,2012-12-30,Pk3wYwOd,0,0,0
8202,2012-12-30,Pk3wZ5Ed,0,0,0
12577,2012-12-30,Pk3wZKEd,0,0,0
24543,2012-12-30,Pk3waKOd,0,0,0
33001,2012-12-30,Pk3wdDod,0,0,0
30345,2012-12-30,Pk3we2Od,0,0,0
12953,2012-12-30,Pk3wga3d,0,0,0
14790,2012-12-30,Pk3wjxEd,0,0,0
25141,2012-12-30,Pk3wkV3d,0,0,0
29468,2012-12-30,Pk3wmwOd,0,0,0
30042,2012-12-30,Pk3wnaEd,0,0,0
16706,2012-12-30,Pk3wpwod,0,0,0
2454,2012-12-30,Pk3wqwOd,0,0,0
24812,2012-12-30,Pk3wqxOd,0,0,0
9564,2012-12-30,Pk3wr9Ed,0,0,0
6498,2012-12-30,Pk3wrqEd,0,0,0
11917,2012-12-30,Pk3wvaEd,0,0,0
13984,2012-12-30,Pk3wvxEd,0,0,0
10924,2012-12-30,Pk3ww93d,0,0,0
24241,2012-12-30,Pk3wwK3d,0,0,0
8325,2012-12-30,Pk3wxVod,0,0,0
25975,2012-12-30,Pk3wy1Od,0,0,0
10289,2012-12-30,Pk3wz5Ed,0,0,0
29722,2012-12-30,V4300A3B,0,0,0
26668,2012-12-30,V43016oB,0,0,0
17169,2012-12-30,V4302yOB,0,0,0
10856,2012-12-30,V430423B,0,0,0
10242,2012-12-30,V4305oBp,0,0,0
25694,2012-12-30,V4305yoB,0,0,0
26110,2012-12-30,V43067OB,0,0,0
23255,2012-12-30,V4307qEB,0,0,0
853,2012-12-30,V430A6oB,0,0,0
12083,2012-12-30,V430BAOB,0,0,0
25505,2012-12-30,V430D43B,0,0,0
6805,2012-12-30,V430G4EB,0,0,0
17733,2012-12-30,V430J2OB,0,0,0
21163,2012-12-30,V430Lq3B,0,0,0
17518,2012-12-30,V430PA3B,0,0,0
29376,2012-12-30,V430RlOB,0,0,0
7969,2012-12-30,V430WbEB,0,0,0
9966,2012-12-30,V430Xb3B,5,0,1
3026,2012-12-30,V430YloB,0,0,0
7025,2012-12-30,V430a7oB,0,0,0
13969,2012-12-30,V430b5OB,0,0,0
6779,2012-12-30,V430e1oB,0,0,0
5357,2012-12-30,V430g1EB,0,0,0
25984,2012-12-30,V430k6EB,0,0,0
4258,2012-12-30,V430l53B,0,0,0
27283,2012-12-30,V430mqoB,0,0,0
9299,2012-12-30,V430p43B,0,0,0
27583,2012-12-30,V430q1oB,0,0,0
28462,2012-12-30,V430rqOB,0,0,0
4289,2012-12-30,V430w7EB,0,0,0
12115,2012-12-30,V430x43B,0,0,0
6901,2012-12-30,V430zyOB,0,0,0
23994,2012-12-30,VpoG0wOr,0,0,0
6530,2012-12-30,VpoG2P3r,0,0,0
5419,2012-12-30,VpoG57Er,0,0,0
26488,2012-12-30,VpoG693r,0,0,0
10975,2012-12-30,VpoG7orY,0,0,0
13498,2012-12-30,VpoG7vor,0,0,0
18569,2012-12-30,VpoG8vOr,0,0,0
3633,2012-12-30,VpoG9QEr,0,0,0
19422,2012-12-30,VpoGArEr,5,0,0
18171,2012-12-30,VpoGD9Or,0,0,0
30403,2012-12-30,VpoGGAor,0,0,0
12935,2012-12-30,VpoGJQ3r,0,0,0
21332,2012-12-30,VpoGKvor,0,0,0
11489,2012-12-30,VpoGLROr,0,0,0
16914,2012-12-30,VpoGM7Er,0,0,0
6806,2012-12-30,VpoGNA3r,0,0,0
25008,2012-12-30,VpoGRA3r,0,0,0
15661,2012-12-30,VpoGVP3r,0,0,0
28047,2012-12-30,VpoGXgOr,0,0,0
17997,2012-12-30,VpoGZP3r,0,0,0
25628,2012-12-30,VpoGawEr,0,0,0
18708,2012-12-30,VpoGddOr,0,0,0
8680,2012-12-30,VpoGgdor,0,0,0
13388,2012-12-30,VpoGjQ3r,0,0,0
22377,2012-12-30,VpoGkwor,0,0,0
453,2012-12-30,VpoGldOr,0,0,0
24599,2012-12-30,VpoGmwEr,0,0,0
2070,2012-12-30,VpoGnr3r,0,0,0
26094,2012-12-30,VpoGpvOr,0,0,0
29283,2012-12-30,VpoGqdEr,0,0,0
7512,2012-12-30,VpoGrg3r,0,0,0
4338,2012-12-30,VpoGwQor,0,0,0
18272,2012-12-30,VpoGxROr,0,0,0
29287,2012-12-30,VpoGz73r,0,0,0
18908,2012-12-30,WeEe0dOa,0,0,0
32979,2012-12-30,WeEe2m3a,0,0,0
17439,2012-12-30,WeEe5aEa,0,0,0
18408,2012-12-30,WeEe6W3a,0,0,0
28427,2012-12-30,WeEe7eoa,0,0,0
32712,2012-12-30,WeEe8aOa,0,0,0
26541,2012-12-30,WeEe9VEa,0,0,0
3637,2012-12-30,WeEeDrOa,0,0,0
27280,2012-12-30,WeEeGRoa,0,0,0
3423,2012-12-30,WeEeJr3a,0,0,0
28770,2012-12-30,WeEeKaoa,0,0,0
7935,2012-12-30,WeEeLrOa,0,0,0
4495,2012-12-30,WeEeM6Ea,0,0,0
22120,2012-12-30,WeEeNw3a,0,0,0
2264,2012-12-30,WeEePVOa,0,0,0
1541,2012-12-30,WeEeQWEa,0,0,0
6203,2012-12-30,WeEeRe3a,0,0,0
18084,2012-12-30,WeEeWdoa,0,0,0
21656,2012-12-30,WeEeXdOa,0,0,0
586,2012-12-30,WeEeYwEa,0,0,0
28820,2012-12-30,WeEeZe3a,0,0,0
6210,2012-12-30,WeEedMOa,0,0,0
3117,2012-12-30,WeEeeVEa,0,0,0
28605,2012-12-30,WeEegaoa,0,0,0
22905,2012-12-30,WeEelrOa,0,0,0
19937,2012-12-30,WeEen63a,0,0,0
1620,2012-12-30,WeEeqwEa,0,0,0
29004,2012-12-30,WeEere3a,0,0,0
25863,2012-12-30,WeEevd3a,0,0,0
19909,2012-12-30,WeEewmoa,0,0,0
16397,2012-12-30,WeEewoab,0,0,0
30930,2012-12-30,WeEexWOa,0,0,0
30654,2012-12-30,WeEey6Ea,0,0,0
4509,2012-12-30,WwOa0poB,0,0,0
8957,2012-12-30,WwOa10OB,0,0,0
13519,2012-12-30,WwOa2NEB,0,0,0
8422,2012-12-30,WwOa4YoB,0,0,0
8624,2012-12-30,WwOa7d3B,0,0,0
8098,2012-12-30,WwOa8VoB,0,0,0
24990,2012-12-30,WwOaAnOB,0,0,0
16810,2012-12-30,WwOaB0EB,0,0,0
4545,2012-12-30,WwOaJNEB,0,0,0
5292,2012-12-30,WwOaKB3B,0,0,0
33438,2012-12-30,WwOaLVoB,0,0,0
8457,2012-12-30,WwOaMdOB,0,0,0
3338,2012-12-30,WwOaPzoB,0,0,0
15333,2012-12-30,WwOaRzEB,0,0,0
22822,2012-12-30,WwOaVdEB,0,0,0
17909,2012-12-30,WwOaXpoB,0,0,0
29500,2012-12-30,WwOaYnOB,0,0,0
23583,2012-12-30,WwOaZpEB,0,0,0
5015,2012-12-30,WwOaaNOB,0,0,0
3749,2012-12-30,WwOadpoB,0,0,0
9835,2012-12-30,WwOaewOB,0,0,0
11604,2012-12-30,WwOakY3B,0,0,0
5385,2012-12-30,WwOalJoB,0,0,0
32942,2012-12-30,WwOamJOB,0,0,0
718,2012-12-30,WwOanJEB,0,0,0
4473,2012-12-30,WwOaqBOB,0,0,0
33591,2012-12-30,WwOarJEB,0,0,0
15541,2012-12-30,WwOavVEB,0,0,0
4923,2012-12-30,WwOayBOB,0,0,0
14281,2012-12-30,WwOazzEB,0,0,0
33401,2012-12-30,XJ3r0YOR,0,0,0
9327,2012-12-30,XJ3r1bER,0,0,0
31387,2012-12-30,XJ3r2Q3R,0,0,0
27985,2012-12-30,XJ3r4qOR,0,0,0
15100,2012-12-30,XJ3r5ZER,0,0,0
9166,2012-12-30,XJ3r6m3R,0,0,0
438,2012-12-30,XJ3r7RoR,0,0,0
23015,2012-12-30,XJ3r8JOR,0,0,0
17271,2012-12-30,XJ3r9RER,0,0,0
5537,2012-12-30,XJ3rApER,0,0,0
7044,2012-12-30,XJ3rBW3R,0,0,0
31348,2012-12-30,XJ3rDpOR,0,0,0
22846,2012-12-30,XJ3rGJoR,0,0,0
28683,2012-12-30,XJ3rPYOR,0,0,0
918,2012-12-30,XJ3rR3R5,0,0,0
25738,2012-12-30,XJ3rRm3R,0,0,0
12197,2012-12-30,XJ3rVJ3R,0,0,0
33277,2012-12-30,XJ3rYpER,0,0,0
30872,2012-12-30,XJ3rZZ3R,0,0,0
2251,2012-12-30,XJ3rdWOR,0,0,0
7453,2012-12-30,XJ3remER,0,0,0
13649,2012-12-30,XJ3rgRoR,0,0,0
21594,2012-12-30,XJ3rj83R,0,0,0
14840,2012-12-30,XJ3rkJoR,0,0,0
18797,2012-12-30,XJ3rlmOR,0,0,0
9443,2012-12-30,XJ3rmpER,0,0,0
354,2012-12-30,XJ3rnY3R,0,0,0
5196,2012-12-30,XJ3rpQOR,0,0,0
11135,2012-12-30,XJ3rqqER,0,0,0
24855,2012-12-30,XJ3rr83R,0,0,0
6633,2012-12-30,XJ3rvZ3R,0,0,0
25366,2012-12-30,XJ3rwWoR,0,0,0
26762,2012-12-30,XJ3rx8OR,0,0,0
7574,2012-12-30,XJ3rz83R,0,0,0
2624,2012-12-30,Y1Em1lEw,0,0,0
13373,2012-12-30,Y1Em57Ew,0,0,0
3730,2012-12-30,Y1Em5WEw,0,0,0
634,2012-12-30,Y1Em7Aow,0,0,0
10589,2012-12-30,Y1Em8ROw,0,0,0
6234,2012-12-30,Y1Em9REw,0,0,0
24338,2012-12-30,Y1EmAEwG,0,0,0
23959,2012-12-30,Y1EmAWEw,0,0,0
26095,2012-12-30,Y1EmBV3w,0,0,0
17650,2012-12-30,Y1EmDnOw,0,0,0
29435,2012-12-30,Y1EmG9ow,0,0,0
16213,2012-12-30,Y1EmJ93w,0,0,0
